ts,combustible,precio
2026-08-18T09:19Z,g95e5,1.699
2026-08-18T09:19Z,gA,1.779
2026-08-18T16:16Z,g95e5,1.679
2026-08-18T16:16Z,gA,1.759
2026-08-19T07:28Z,gA,1.777
2026-08-19T11:13Z,g95e5,1.699
2026-08-19T11:13Z,gA,1.779
2026-08-19T21:14Z,g95e5,1.689
2026-08-19T21:14Z,gA,1.769
2026-08-20T15:22Z,g95e5,1.679
2026-08-20T15:22Z,gA,1.759
2026-08-21T09:23Z,g95e5,1.677
2026-08-23T22:09Z,g95e5,1.697
2026-08-23T22:09Z,gA,1.779
2026-08-25T15:32Z,g95e5,1.689
2026-08-25T15:32Z,gA,1.769
2026-08-26T18:32Z,gA,1.759
2026-08-28T19:40Z,g95e5,1.679
2026-08-28T19:40Z,gA,1.749
2026-09-01T01:28Z,g95e5,1.749
2026-09-01T01:28Z,gA,1.699
2026-09-01T12:09Z,g95e5,1.739
2026-09-01T12:09Z,gA,1.628
2026-09-01T17:01Z,gA,1.627
2026-09-02T23:38Z,gA,1.677
2026-09-03T18:56Z,gA,1.667
2026-09-04T11:48Z,g95e5,1.787
2026-09-04T11:48Z,gA,1.697
2026-09-04T15:14Z,gA,1.667
2026-09-04T18:37Z,g95e5,1.769
2026-09-09T10:12Z,g95e5,1.777
2026-09-09T10:12Z,gA,1.677
2026-09-09T14:51Z,g95e5,1.787
2026-09-09T14:51Z,gA,1.687
2026-09-09T21:19Z,g95e5,1.777
2026-09-09T21:19Z,gA,1.679
2026-09-10T23:29Z,g95e5,1.807
2026-09-10T23:29Z,gA,1.709
2026-09-11T18:48Z,g95e5,1.799
2026-09-15T12:17Z,g95e5,1.829
2026-09-15T12:17Z,gA,1.739
2026-09-15T17:21Z,g95e5,1.819
2026-09-15T17:21Z,gA,1.729
2026-09-15T23:14Z,g95e5,1.849
2026-09-15T23:14Z,gA,1.759
2026-09-16T20:30Z,g95e5,1.839
2026-09-16T20:30Z,gA,1.749
2026-09-17T12:49Z,g95e5,1.869
2026-09-17T12:49Z,gA,1.779
2026-09-18T11:55Z,g95e5,1.859
2026-09-22T12:10Z,g95e5,1.889
2026-09-22T12:10Z,gA,1.809
