ts,combustible,precio
2026-08-20T13:37Z,g95e5,1.749
2026-08-20T13:37Z,gA,1.899
2026-09-01T12:09Z,g95e5,1.799
2026-09-01T12:09Z,gA,1.789
2026-09-02T18:10Z,g95e5,1.809
2026-09-03T15:19Z,g95e5,1.819
2026-09-03T15:19Z,gA,1.839
2026-09-07T10:50Z,g95e5,1.879
2026-09-07T10:50Z,gA,1.849
2026-09-07T20:13Z,g95e5,1.889
2026-09-10T15:18Z,g95e5,1.899
2026-09-10T15:18Z,gA,1.859
2026-09-14T14:29Z,g95e5,1.949
2026-09-14T14:29Z,gA,1.909
2026-09-15T17:21Z,gA,1.929
2026-09-17T17:20Z,gA,1.939
2026-09-21T14:36Z,g95e5,1.959
2026-09-21T14:36Z,gA,1.959
