ts,combustible,precio
2026-08-20T13:37Z,g95e5,1.299
2026-08-21T13:36Z,g98e5,1.499
2026-08-24T13:57Z,gA,1.445
2026-08-25T13:39Z,g95e5,1.279
2026-08-25T13:39Z,gA,1.425
2026-09-01T17:01Z,g95e5,1.259
2026-09-01T17:01Z,gA,1.409
2026-09-03T15:19Z,gA,1.429
2026-09-04T15:14Z,g95e5,1.279
2026-09-07T16:08Z,g95e5,1.289
2026-09-07T16:08Z,gA,1.439
2026-09-08T15:27Z,g95e5,1.299
2026-09-08T15:27Z,gA,1.449
2026-09-08T15:27Z,gP,1.559
2026-09-08T15:27Z,g98e5,1.509
2026-09-09T14:51Z,g95e5,1.309
2026-09-09T14:51Z,gA,1.459
2026-09-09T14:51Z,gP,1.569
2026-09-09T14:51Z,g98e5,1.519
2026-09-11T15:20Z,g95e5,1.329
2026-09-11T15:20Z,gA,1.479
2026-09-11T15:20Z,gP,1.579
2026-09-11T15:20Z,g98e5,1.539
