ts,combustible,precio
2026-08-19T23:11Z,g95e5,1.779
2026-08-19T23:11Z,gA,1.915
2026-08-19T23:11Z,g98e5,1.909
2026-08-19T23:11Z,gB,1.580
2026-08-20T21:16Z,g95e5,1.789
2026-08-20T21:16Z,gA,1.919
2026-08-20T21:16Z,g98e5,1.919
2026-08-23T22:09Z,g95e5,1.799
2026-08-23T22:09Z,gA,1.939
2026-08-23T22:09Z,g98e5,1.939
2026-08-23T22:09Z,gB,1.590
2026-08-31T22:05Z,g95e5,1.840
2026-08-31T22:05Z,gA,1.848
2026-08-31T22:05Z,g98e5,1.999
2026-08-31T22:05Z,gB,1.569
2026-09-02T10:01Z,g95e5,1.859
2026-09-02T21:23Z,g95e5,1.879
2026-09-02T21:23Z,gA,1.869
2026-09-02T21:23Z,gB,1.619
2026-09-06T18:42Z,g95e5,1.909
2026-09-06T18:42Z,gA,1.899
2026-09-06T18:42Z,gB,1.675
2026-09-08T11:48Z,g95e5,1.945
2026-09-08T11:48Z,g98e5,2.039
2026-09-08T22:05Z,gA,1.905
2026-09-08T22:05Z,gB,1.685
2026-09-11T15:20Z,g95e5,1.959
2026-09-11T15:20Z,gA,1.919
2026-09-11T15:20Z,g98e5,2.049
