ts,combustible,precio
2026-08-17T11:14Z,g95e5,1.647
2026-08-18T12:18Z,g95e5,1.628
2026-08-19T12:18Z,g98e5,1.775
2026-08-20T19:22Z,g95e5,1.656
2026-08-20T19:22Z,g98e5,1.785
2026-08-21T20:11Z,g98e5,1.803
2026-08-24T13:57Z,g95e5,1.659
2026-08-24T13:57Z,gA,1.749
2026-08-24T13:57Z,gP,1.769
2026-08-25T12:21Z,g95e5,1.665
2026-08-27T13:12Z,gA,1.757
2026-08-27T13:12Z,gP,1.779
2026-08-29T17:57Z,g95e5,1.656
2026-08-29T17:57Z,gA,1.749
2026-08-29T17:57Z,gP,1.785
2026-08-29T17:57Z,g98e5,1.821
2026-08-31T22:05Z,g95e5,1.665
2026-08-31T22:05Z,gA,1.748
2026-08-31T22:05Z,g98e5,1.812
2026-09-01T12:09Z,g95e5,1.679
2026-09-01T12:09Z,gA,1.644
2026-09-01T12:09Z,gP,1.654
2026-09-01T12:09Z,g98e5,1.829
