ts,combustible,precio
2026-08-18T20:10Z,gA,1.929
2026-08-18T20:10Z,g98e5,1.939
2026-08-18T20:10Z,gB,1.789
2026-08-19T23:11Z,g95e5,1.809
2026-08-19T23:11Z,gA,1.949
2026-08-19T23:11Z,g98e5,1.969
2026-08-19T23:11Z,g95e5p,1.859
2026-08-19T23:11Z,gB,1.810
2026-08-21T21:12Z,gA,1.939
2026-08-25T21:15Z,g95e5,1.799
2026-08-25T21:15Z,gA,1.929
2026-08-25T21:15Z,g98e5,1.959
2026-08-25T21:15Z,g95e5p,1.849
2026-08-25T21:15Z,gB,1.809
2026-08-31T22:05Z,gA,1.909
2026-09-01T12:09Z,g95e5,1.859
2026-09-01T12:09Z,gA,1.869
2026-09-01T12:09Z,g98e5,1.969
2026-09-01T12:09Z,g95e5p,1.909
2026-09-01T12:09Z,gB,1.709
