ts,combustible,precio
2026-08-17T22:11Z,g95e5,1.745
2026-08-17T22:11Z,gA,1.899
2026-08-17T22:11Z,gP,2.009
2026-08-17T22:11Z,g95e5p,1.805
2026-08-17T22:11Z,gB,1.719
2026-08-18T22:09Z,gA,1.909
2026-08-18T22:09Z,gP,2.019
2026-08-18T22:09Z,gB,1.724
2026-08-19T22:12Z,g95e5,1.755
2026-08-19T22:12Z,gA,1.929
2026-08-19T22:12Z,gP,2.039
2026-08-19T22:12Z,g95e5p,1.815
2026-08-19T22:12Z,gB,1.744
2026-08-20T22:14Z,gP,2.049
2026-08-20T22:14Z,gB,1.725
2026-08-21T22:10Z,gP,2.039
2026-08-24T22:13Z,g95e5,1.759
2026-08-24T22:13Z,gA,1.935
2026-08-24T22:13Z,gP,2.045
2026-08-24T22:13Z,g95e5p,1.819
2026-08-24T22:13Z,gB,1.730
2026-08-27T02:19Z,g95e5,1.755
2026-08-27T02:19Z,gA,1.925
2026-08-27T02:19Z,gP,2.035
2026-08-27T02:19Z,g95e5p,1.815
2026-08-27T02:19Z,gB,1.720
2026-08-27T23:17Z,gP,2.045
2026-08-27T23:17Z,gB,1.719
2026-08-29T02:30Z,gA,1.909
2026-08-29T02:30Z,gP,2.019
2026-08-29T02:30Z,gB,1.709
2026-08-31T22:05Z,g95e5,1.816
2026-08-31T22:05Z,gA,1.788
2026-08-31T22:05Z,gP,1.898
2026-08-31T22:05Z,g95e5p,1.876
2026-09-01T22:52Z,g95e5,1.829
2026-09-01T22:52Z,gA,1.789
2026-09-01T22:52Z,gP,1.889
2026-09-01T22:52Z,g95e5p,1.889
