ts,combustible,precio
2026-08-16T14:11Z,g95e5,1.795
2026-08-16T17:10Z,g95e5,1.785
2026-08-17T08:28Z,g95e5,1.795
2026-08-17T11:14Z,g95e5,1.785
2026-08-17T14:15Z,g95e5,1.795
2026-08-17T17:15Z,g95e5,1.785
2026-08-17T22:11Z,g95e5,1.799
2026-08-17T22:11Z,gA,1.919
2026-08-17T22:11Z,gP,2.029
2026-08-17T22:11Z,g98e5,1.919
2026-08-17T22:11Z,gB,1.715
2026-08-18T05:18Z,gA,1.929
2026-08-18T08:20Z,g95e5,1.809
2026-08-18T08:20Z,gA,1.919
2026-08-18T11:14Z,g95e5,1.799
2026-08-18T22:09Z,g95e5,1.819
2026-08-18T22:09Z,gA,1.915
2026-08-18T22:09Z,gP,2.025
2026-08-18T22:09Z,g98e5,1.939
2026-08-18T22:09Z,gB,1.720
2026-08-19T06:21Z,gA,1.925
2026-08-19T08:21Z,g95e5,1.829
2026-08-19T09:20Z,gA,1.915
2026-08-19T12:18Z,g95e5,1.819
2026-08-19T14:21Z,gA,1.925
2026-08-19T18:15Z,gA,1.915
2026-08-19T22:12Z,g95e5,1.825
2026-08-19T22:12Z,gA,1.945
2026-08-19T22:12Z,gP,2.055
2026-08-19T22:12Z,g98e5,1.945
2026-08-19T22:12Z,gB,1.740
2026-08-20T08:22Z,g95e5,1.835
2026-08-20T09:21Z,gA,1.955
2026-08-20T11:15Z,g95e5,1.825
2026-08-20T12:21Z,gA,1.945
2026-08-20T14:23Z,gA,1.955
2026-08-20T17:17Z,gA,1.945
2026-08-20T22:14Z,g95e5,1.809
2026-08-20T22:14Z,gA,1.955
2026-08-20T22:14Z,gP,2.075
2026-08-20T22:14Z,g98e5,1.939
2026-08-20T22:14Z,gB,1.735
2026-08-21T07:33Z,g95e5,1.819
2026-08-21T07:33Z,gA,1.965
2026-08-21T10:17Z,g95e5,1.809
2026-08-21T10:17Z,gA,1.955
2026-08-21T22:10Z,g95e5,1.805
2026-08-21T22:10Z,gA,1.939
2026-08-21T22:10Z,gP,2.049
2026-08-21T22:10Z,g98e5,1.925
2026-08-22T08:14Z,g95e5,1.815
2026-08-22T09:15Z,gA,1.949
2026-08-22T12:13Z,g95e5,1.805
2026-08-22T12:13Z,gA,1.939
2026-08-22T14:09Z,gA,1.949
2026-08-22T17:10Z,gA,1.939
2026-08-23T06:19Z,gA,1.949
2026-08-23T08:14Z,g95e5,1.815
2026-08-23T09:15Z,gA,1.939
2026-08-23T11:10Z,g95e5,1.805
2026-08-23T15:10Z,gA,1.949
2026-08-23T18:10Z,gA,1.939
2026-08-24T07:47Z,g95e5,1.815
2026-08-24T10:25Z,g95e5,1.805
2026-08-24T14:30Z,gA,1.949
2026-08-24T17:20Z,gA,1.939
2026-08-24T22:13Z,g95e5,1.815
2026-08-24T22:13Z,gA,1.935
2026-08-24T22:13Z,gP,2.045
2026-08-24T22:13Z,g98e5,1.935
2026-08-24T22:13Z,gB,1.740
2026-08-25T05:21Z,gA,1.945
2026-08-25T08:27Z,g95e5,1.825
2026-08-25T08:27Z,gA,1.935
2026-08-25T11:15Z,g95e5,1.815
2026-08-25T14:32Z,g95e5,1.825
2026-08-25T17:21Z,g95e5,1.815
2026-08-25T22:13Z,g95e5,1.825
2026-08-25T22:13Z,gA,1.939
2026-08-25T22:13Z,gP,2.049
2026-08-25T22:13Z,g98e5,1.945
2026-08-26T05:21Z,gA,1.949
2026-08-26T09:28Z,g95e5,1.835
2026-08-26T09:28Z,gA,1.939
2026-08-26T12:23Z,g95e5,1.825
2026-08-26T14:32Z,g95e5,1.835
2026-08-26T18:32Z,g95e5,1.825
