ts,combustible,precio
2026-08-16T13:22Z,g95e5,1.744
2026-08-16T13:22Z,g95e5p,1.864
2026-08-17T09:27Z,g95e5,1.734
2026-08-17T09:27Z,g95e5p,1.854
2026-08-17T10:19Z,gA,1.834
2026-08-17T10:19Z,gP,1.954
2026-08-17T13:30Z,g95e5,1.744
2026-08-17T13:30Z,g95e5p,1.864
2026-08-17T14:15Z,gA,1.844
2026-08-17T14:15Z,gP,1.964
2026-08-18T10:15Z,g95e5,1.764
2026-08-18T10:15Z,gA,1.854
2026-08-18T10:15Z,gP,1.974
2026-08-18T10:15Z,g95e5p,1.884
2026-08-18T13:34Z,g95e5,1.754
2026-08-18T13:34Z,g95e5p,1.874
2026-08-18T17:16Z,g95e5,1.744
2026-08-18T17:16Z,gA,1.844
2026-08-18T17:16Z,gP,1.964
2026-08-18T17:16Z,g95e5p,1.864
2026-08-18T22:09Z,gA,1.864
2026-08-18T22:09Z,gP,1.984
2026-08-19T08:21Z,g95e5,1.764
2026-08-19T08:21Z,g95e5p,1.884
2026-08-19T09:20Z,gA,1.874
2026-08-19T09:20Z,gP,1.994
2026-08-19T13:35Z,g95e5,1.744
2026-08-19T13:35Z,gA,1.864
2026-08-19T13:35Z,gP,1.984
2026-08-19T13:35Z,g95e5p,1.864
2026-08-19T22:12Z,g95e5,1.764
2026-08-19T22:12Z,gA,1.874
2026-08-19T22:12Z,gP,1.994
2026-08-19T22:12Z,g95e5p,1.884
2026-08-20T09:21Z,g95e5,1.784
2026-08-20T09:21Z,gA,1.864
2026-08-20T09:21Z,gP,1.984
2026-08-20T09:21Z,g95e5p,1.904
2026-08-20T13:37Z,g95e5,1.774
2026-08-20T13:37Z,g95e5p,1.894
2026-08-20T17:17Z,g95e5,1.764
2026-08-20T17:17Z,gA,1.874
2026-08-20T17:17Z,gP,1.994
2026-08-20T17:17Z,g95e5p,1.884
2026-08-21T08:23Z,g95e5,1.784
2026-08-21T08:23Z,g95e5p,1.904
2026-08-21T09:23Z,gA,1.884
2026-08-21T09:23Z,gP,2.004
2026-08-21T13:36Z,g95e5,1.764
2026-08-21T13:36Z,gA,1.874
2026-08-21T13:36Z,gP,1.994
2026-08-21T13:36Z,g95e5p,1.884
2026-08-22T09:15Z,g95e5,1.774
2026-08-22T09:15Z,gA,1.884
2026-08-22T09:15Z,gP,2.004
2026-08-22T09:15Z,g95e5p,1.894
2026-08-22T14:09Z,g95e5,1.764
2026-08-22T14:09Z,g95e5p,1.884
2026-08-22T18:11Z,gA,1.874
2026-08-22T18:11Z,gP,1.994
2026-08-23T09:15Z,g95e5,1.754
2026-08-23T09:15Z,g95e5p,1.874
2026-08-23T10:11Z,gA,1.864
2026-08-23T10:11Z,gP,1.984
2026-08-23T14:12Z,g95e5,1.764
2026-08-23T14:12Z,g95e5p,1.884
2026-08-23T15:10Z,gA,1.874
2026-08-23T15:10Z,gP,1.994
2026-08-24T08:33Z,g95e5,1.774
2026-08-24T08:33Z,g95e5p,1.894
2026-08-24T09:34Z,gA,1.884
2026-08-24T09:34Z,gP,2.004
2026-08-24T12:20Z,g95e5,1.764
2026-08-24T12:20Z,g95e5p,1.884
2026-08-24T13:57Z,gA,1.874
2026-08-24T13:57Z,gP,1.994
2026-08-25T09:23Z,g95e5,1.754
2026-08-25T09:23Z,gA,1.864
2026-08-25T09:23Z,gP,1.984
2026-08-25T09:23Z,g95e5p,1.874
2026-08-25T13:39Z,g95e5,1.774
2026-08-25T13:39Z,g95e5p,1.894
2026-08-25T17:21Z,g95e5,1.764
2026-08-25T17:21Z,gA,1.874
2026-08-25T17:21Z,gP,1.994
2026-08-25T17:21Z,g95e5p,1.884
2026-08-26T09:28Z,g95e5,1.754
2026-08-26T09:28Z,gA,1.894
2026-08-26T09:28Z,gP,2.014
2026-08-26T09:28Z,g95e5p,1.874
2026-08-26T13:43Z,g95e5,1.774
2026-08-26T13:43Z,gA,1.874
2026-08-26T13:43Z,gP,1.994
2026-08-26T13:43Z,g95e5p,1.894
