ts,id,combustible,precio
2026-09-07T00:25Z,419,g95e5,1.969
2026-09-07T00:25Z,419,gA,1.915
2026-09-07T00:25Z,419,gP,1.980
2026-09-07T00:25Z,419,g98e5,2.069
2026-09-07T00:25Z,659,g95e5,1.929
2026-09-07T00:25Z,659,gA,1.925
2026-09-07T00:25Z,659,gP,1.990
2026-09-07T00:25Z,659,g98e5,2.029
2026-09-07T00:25Z,832,g95e5,1.949
2026-09-07T00:25Z,963,gA,1.905
2026-09-07T00:25Z,963,gP,2.000
2026-09-07T00:25Z,963,g95e5p,1.999
2026-09-07T00:25Z,963,g95e10,1.949
2026-09-07T00:25Z,967,g95e5,1.949
2026-09-07T00:25Z,967,gA,1.879
2026-09-07T00:25Z,967,gP,1.959
2026-09-07T00:25Z,1492,g95e5,1.939
2026-09-07T00:25Z,1493,g95e5,1.918
2026-09-07T00:25Z,1495,g95e5,1.908
2026-09-07T00:25Z,1980,g95e5,1.859
2026-09-07T00:25Z,1980,gA,1.799
2026-09-07T00:25Z,1980,g98e5,1.979
2026-09-07T00:25Z,1980,glp,1.119
2026-09-07T00:25Z,2360,g95e5,1.888
2026-09-07T00:25Z,2360,gA,1.858
2026-09-07T00:25Z,2361,g95e5,1.888
2026-09-07T00:25Z,2361,gA,1.858
2026-09-07T00:25Z,2854,g95e5,1.979
2026-09-07T00:25Z,2854,gA,1.915
2026-09-07T00:25Z,2854,gP,2.010
2026-09-07T00:25Z,2854,g95e5p,2.059
2026-09-07T00:25Z,2854,gB,1.824
2026-09-07T00:25Z,2948,g95e5,1.939
2026-09-07T00:25Z,2948,gA,1.905
2026-09-07T00:25Z,2948,gP,1.990
2026-09-07T00:25Z,2948,g98e5,2.039
2026-09-07T00:25Z,2949,g95e5,1.939
2026-09-07T00:25Z,2949,gA,1.905
2026-09-07T00:25Z,2949,gP,1.990
2026-09-07T00:25Z,3092,g95e5,1.695
2026-09-07T00:25Z,3093,g95e5,1.939
2026-09-07T00:25Z,3093,gA,1.885
2026-09-07T00:25Z,3093,gP,2.000
2026-09-07T00:25Z,3098,g95e5,1.695
2026-09-07T00:25Z,3491,g95e5,1.899
2026-09-07T00:25Z,3491,gA,1.915
2026-09-07T00:25Z,3491,gP,1.990
2026-09-07T00:25Z,4281,g95e5,1.919
2026-09-07T00:25Z,4281,gA,1.865
2026-09-07T00:25Z,4466,g95e5,1.909
2026-09-07T00:25Z,4466,gA,1.885
2026-09-07T00:25Z,4466,gP,1.990
2026-09-07T00:25Z,4722,g95e5,1.949
2026-09-07T00:25Z,4722,gA,1.915
2026-09-07T00:25Z,4722,gP,2.000
2026-09-07T00:25Z,4762,g95e5,1.979
2026-09-07T00:25Z,4762,gA,1.897
2026-09-07T00:25Z,4762,gP,2.025
2026-09-07T00:25Z,4882,g95e5,1.989
2026-09-07T00:25Z,4882,gA,1.935
2026-09-07T00:25Z,4882,gP,2.010
2026-09-07T00:25Z,5000,g95e5p,1.939
2026-09-07T00:25Z,5006,g95e5,1.899
2026-09-07T00:25Z,5006,gA,1.905
2026-09-07T00:25Z,5006,gP,1.970
2026-09-07T00:25Z,5006,g98e5,1.949
2026-09-07T00:25Z,5081,g95e5,1.909
2026-09-07T00:25Z,5081,gA,1.925
2026-09-07T00:25Z,5081,gP,1.970
2026-09-07T00:25Z,5081,g98e5,2.009
2026-09-07T00:25Z,5349,g95e5,1.939
2026-09-07T00:25Z,5349,gP,1.999
2026-09-07T00:25Z,5349,g98e5,2.069
2026-09-07T00:25Z,5349,g95e5p,1.999
2026-09-07T00:25Z,5354,g95e5,1.905
2026-09-07T00:25Z,5354,gA,1.869
2026-09-07T00:25Z,5354,gP,1.975
2026-09-07T00:25Z,5354,g98e5,2.005
2026-09-07T00:25Z,5419,g95e5,1.969
2026-09-07T00:25Z,5523,g95e5,1.859
2026-09-07T00:25Z,5523,gA,1.869
2026-09-07T00:25Z,5523,gP,1.919
2026-09-07T00:25Z,6004,g95e5,1.999
2026-09-07T00:25Z,6004,g98e5,2.159
2026-09-07T00:25Z,6113,g95e5,1.929
2026-09-07T00:25Z,6113,gA,1.895
2026-09-07T00:25Z,6113,gP,1.990
2026-09-07T00:25Z,6137,g95e5,1.949
2026-09-07T00:25Z,6137,gA,1.899
2026-09-07T00:25Z,6137,gP,1.959
2026-09-07T00:25Z,6137,gB,1.769
2026-09-07T00:25Z,6180,g95e5,1.909
2026-09-07T00:25Z,6180,gA,1.875
2026-09-07T00:25Z,6180,gP,1.935
2026-09-07T00:25Z,6180,g95e5p,1.969
2026-09-07T00:25Z,6505,gA,1.829
2026-09-07T00:25Z,6505,gP,1.899
2026-09-07T00:25Z,6615,g95e5,1.969
2026-09-07T00:25Z,6615,gA,1.935
2026-09-07T00:25Z,6615,gP,2.020
2026-09-07T00:25Z,6658,g95e5,1.929
2026-09-07T00:25Z,6658,gA,1.905
2026-09-07T00:25Z,6658,gP,2.000
2026-09-07T00:25Z,6775,g95e5,1.889
2026-09-07T00:25Z,6775,gA,1.919
2026-09-07T00:25Z,6775,gP,1.989
2026-09-07T00:25Z,6775,g95e5p,1.959
2026-09-07T00:25Z,6775,gB,1.649
2026-09-07T00:25Z,6788,gA,1.915
2026-09-07T00:25Z,6788,gP,1.990
2026-09-07T00:25Z,6788,g95e5p,1.999
2026-09-07T00:25Z,7018,g95e5,1.799
2026-09-07T00:25Z,7392,gP,1.955
2026-09-07T00:25Z,7541,g95e5,1.959
2026-09-07T00:25Z,7541,gA,1.899
2026-09-07T00:25Z,7541,gP,1.948
2026-09-07T00:25Z,7541,g98e5,2.124
2026-09-07T00:25Z,10509,g95e5,1.799
2026-09-07T00:25Z,10509,gP,1.829
2026-09-07T00:25Z,10656,g95e5,1.799
2026-09-07T00:25Z,11583,g95e5,1.929
2026-09-07T00:25Z,11583,gA,1.875
2026-09-07T00:25Z,11583,gP,1.960
2026-09-07T00:25Z,11583,g98e5,2.029
2026-09-07T00:25Z,11904,g95e5,1.949
2026-09-07T00:25Z,11904,gA,1.915
2026-09-07T00:25Z,11904,gP,2.030
2026-09-07T00:25Z,11904,gB,1.819
2026-09-07T00:25Z,11975,g98e5,2.119
2026-09-07T00:25Z,11975,g95e5p,1.999
2026-09-07T00:25Z,12063,g95e5,1.899
2026-09-07T00:25Z,12063,gA,1.905
2026-09-07T00:25Z,12063,gP,1.970
2026-09-07T00:25Z,12063,g98e5,1.999
2026-09-07T00:25Z,12765,g95e5,1.739
2026-09-07T00:25Z,12765,gA,1.739
2026-09-07T00:25Z,12869,g95e5,1.659
2026-09-07T00:25Z,13014,g95e5,1.799
