ts,id,combustible,precio
2026-08-21T00:31Z,27,g95e5,1.789
2026-08-21T00:31Z,27,gA,1.989
2026-08-21T00:31Z,27,gP,2.079
2026-08-21T00:31Z,28,g95e5,1.829
2026-08-21T00:31Z,28,gA,1.939
2026-08-21T00:31Z,28,gP,1.989
2026-08-21T00:31Z,28,g98e5,1.969
2026-08-21T00:31Z,29,g95e5,1.764
2026-08-21T00:31Z,29,gA,1.944
2026-08-21T00:31Z,29,gP,1.994
2026-08-21T00:31Z,66,g95e5,1.654
2026-08-21T00:31Z,66,gA,1.764
2026-08-21T00:31Z,66,gP,1.814
2026-08-21T00:31Z,66,g95e5p,1.704
2026-08-21T00:31Z,66,gB,1.684
2026-08-21T00:31Z,67,g95e5,1.759
2026-08-21T00:31Z,67,gA,1.879
2026-08-21T00:31Z,67,gP,1.929
2026-08-21T00:31Z,68,g95e5,1.759
2026-08-21T00:31Z,68,gA,1.879
2026-08-21T00:31Z,68,gP,1.929
2026-08-21T00:31Z,68,g98e5,1.869
2026-08-21T00:31Z,69,g95e5,1.719
2026-08-21T00:31Z,69,gA,1.859
2026-08-21T00:31Z,69,g98e5,1.839
2026-08-21T00:31Z,69,gB,1.659
2026-08-21T00:31Z,73,g95e5,1.689
2026-08-21T00:31Z,73,gA,1.869
2026-08-21T00:31Z,76,g95e5,1.689
2026-08-21T00:31Z,76,gA,1.729
2026-08-21T00:31Z,76,gP,1.779
2026-08-21T00:31Z,76,g95e5p,1.739
2026-08-21T00:31Z,219,g95e5,1.779
2026-08-21T00:31Z,219,gA,1.909
2026-08-21T00:31Z,219,gP,1.959
2026-08-21T00:31Z,219,g95e5p,1.829
2026-08-21T00:31Z,220,g95e5,1.779
2026-08-21T00:31Z,220,gA,1.909
2026-08-21T00:31Z,220,gP,1.959
2026-08-21T00:31Z,220,g95e5p,1.829
2026-08-21T00:31Z,253,g95e5,1.789
2026-08-21T00:31Z,253,gA,1.919
2026-08-21T00:31Z,253,gP,1.969
2026-08-21T00:31Z,253,g95e5p,1.839
2026-08-21T00:31Z,308,g95e5,1.669
2026-08-21T00:31Z,308,gA,1.759
2026-08-21T00:31Z,308,gP,1.809
2026-08-21T00:31Z,308,g95e5p,1.719
2026-08-21T00:31Z,361,g95e5,1.719
2026-08-21T00:31Z,361,gA,1.889
2026-08-21T00:31Z,361,gP,1.939
2026-08-21T00:31Z,361,g95e5p,1.769
2026-08-21T00:31Z,366,g95e5,1.709
2026-08-21T00:31Z,366,gA,1.889
2026-08-21T00:31Z,366,gP,1.939
2026-08-21T00:31Z,366,g95e5p,1.759
2026-08-21T00:31Z,409,g95e5,1.759
2026-08-21T00:31Z,409,gA,1.819
2026-08-21T00:31Z,409,gP,1.869
2026-08-21T00:31Z,409,g95e5p,1.809
2026-08-21T00:31Z,409,gB,1.634
2026-08-21T00:31Z,474,gA,1.929
2026-08-21T00:31Z,525,gA,1.949
2026-08-21T00:31Z,525,g98e5,1.979
2026-08-21T00:31Z,652,g95e5,1.779
2026-08-21T00:31Z,652,gA,1.939
2026-08-21T00:31Z,652,gP,2.029
2026-08-21T00:31Z,652,g95e5p,1.829
2026-08-21T00:31Z,661,g95e5,1.779
2026-08-21T00:31Z,661,gA,1.909
2026-08-21T00:31Z,661,gP,1.959
2026-08-21T00:31Z,661,g95e5p,1.829
2026-08-21T00:31Z,675,g95e5,1.679
2026-08-21T00:31Z,675,gA,1.749
2026-08-21T00:31Z,675,gP,1.799
2026-08-21T00:31Z,675,g95e5p,1.729
2026-08-21T00:31Z,684,g95e5,1.749
2026-08-21T00:31Z,684,gA,1.899
2026-08-21T00:31Z,684,gP,1.949
2026-08-21T00:31Z,684,g95e5p,1.799
2026-08-21T00:31Z,690,gA,1.979
2026-08-21T00:31Z,690,gP,2.039
2026-08-21T00:31Z,820,gA,1.919
2026-08-21T00:31Z,820,gP,1.959
2026-08-21T00:31Z,888,gA,1.889
2026-08-21T00:31Z,888,gP,1.939
2026-08-21T00:31Z,888,g98e5,1.949
2026-08-21T00:31Z,888,g95e5p,1.819
2026-08-21T00:31Z,946,g95e5,1.789
2026-08-21T00:31Z,946,gA,1.939
2026-08-21T00:31Z,946,gB,1.589
2026-08-21T00:31Z,951,g95e5,1.799
2026-08-21T00:31Z,951,gA,1.929
2026-08-21T00:31Z,1029,g95e5,1.624
2026-08-21T00:31Z,1029,gA,1.724
2026-08-21T00:31Z,1174,g95e5,1.589
2026-08-21T00:31Z,1174,gA,1.689
2026-08-21T00:31Z,1213,g95e5,1.839
2026-08-21T00:31Z,1213,gA,1.989
2026-08-21T00:31Z,1213,gP,2.079
2026-08-21T00:31Z,1354,g95e5,1.769
2026-08-21T00:31Z,1354,gA,1.899
2026-08-21T00:31Z,1354,gP,1.989
2026-08-21T00:31Z,1354,g98e5,1.899
2026-08-21T00:31Z,1355,g95e5,1.769
2026-08-21T00:31Z,1355,gA,1.899
2026-08-21T00:31Z,1355,gP,1.989
2026-08-21T00:31Z,1355,g98e5,1.899
2026-08-21T00:31Z,1635,g95e5,1.549
2026-08-21T00:31Z,1635,gA,1.699
2026-08-21T00:31Z,1636,gB,1.619
2026-08-21T00:31Z,1639,g95e5,1.749
2026-08-21T00:31Z,1639,gA,1.899
2026-08-21T00:31Z,1639,gP,1.949
2026-08-21T00:31Z,1639,g95e5p,1.799
2026-08-21T00:31Z,1692,g95e5,1.539
2026-08-21T00:31Z,1692,gA,1.719
2026-08-21T00:31Z,1988,g95e5,1.779
2026-08-21T00:31Z,1988,gA,1.889
2026-08-21T00:31Z,1988,gP,1.939
2026-08-21T00:31Z,1988,g98e5,1.919
2026-08-21T00:31Z,2066,g95e5,1.589
2026-08-21T00:31Z,2066,gA,1.769
2026-08-21T00:31Z,2066,gP,1.819
2026-08-21T00:31Z,2066,g98e5,1.719
2026-08-21T00:31Z,2077,g95e5,1.599
2026-08-21T00:31Z,2077,gA,1.729
2026-08-21T00:31Z,2077,gP,1.779
2026-08-21T00:31Z,2077,g98e5,1.739
2026-08-21T00:31Z,2078,g95e5,1.739
2026-08-21T00:31Z,2078,gA,1.919
2026-08-21T00:31Z,2078,gP,1.969
2026-08-21T00:31Z,2078,g95e5p,1.789
2026-08-21T00:31Z,2242,gA,1.988
2026-08-21T00:31Z,2242,g98e5,2.019
2026-08-21T00:31Z,2265,g95e5,1.659
2026-08-21T00:31Z,2265,gA,1.789
2026-08-21T00:31Z,2265,gP,1.839
2026-08-21T00:31Z,2265,g98e5,1.869
2026-08-21T00:31Z,2922,g95e5,1.709
2026-08-21T00:31Z,2922,gA,1.839
2026-08-21T00:31Z,2922,gP,1.889
2026-08-21T00:31Z,2924,g95e5,1.779
2026-08-21T00:31Z,2924,gA,1.919
2026-08-21T00:31Z,2924,gP,1.969
2026-08-21T00:31Z,2924,g98e5,1.899
2026-08-21T00:31Z,2927,g95e5,1.749
2026-08-21T00:31Z,2927,gA,1.909
2026-08-21T00:31Z,2927,gP,1.959
2026-08-21T00:31Z,2927,g95e5p,1.799
2026-08-21T00:31Z,2929,g95e5,1.709
2026-08-21T00:31Z,2929,gA,1.859
2026-08-21T00:31Z,2929,gP,1.909
2026-08-21T00:31Z,2929,g98e5,1.849
2026-08-21T00:31Z,2995,g95e5,1.759
2026-08-21T00:31Z,2995,gA,1.944
2026-08-21T00:31Z,2995,gP,1.994
2026-08-21T00:31Z,2995,g95e5p,1.809
2026-08-21T00:31Z,3016,g95e5,1.749
2026-08-21T00:31Z,3016,g98e5,1.859
2026-08-21T00:31Z,3031,g95e5,1.739
2026-08-21T00:31Z,3031,gA,1.939
2026-08-21T00:31Z,3031,gP,1.989
2026-08-21T00:31Z,3031,g98e5,1.889
2026-08-21T00:31Z,3061,g95e5,1.729
2026-08-21T00:31Z,3061,gA,1.889
2026-08-21T00:31Z,3061,gP,1.939
2026-08-21T00:31Z,3061,g98e5,1.839
2026-08-21T00:31Z,3065,g95e5,1.769
2026-08-21T00:31Z,3065,gA,1.919
2026-08-21T00:31Z,3065,gP,1.969
2026-08-21T00:31Z,3065,g95e5p,1.819
2026-08-21T00:31Z,3067,g95e5,1.699
2026-08-21T00:31Z,3067,gA,1.849
2026-08-21T00:31Z,3067,gP,1.899
2026-08-21T00:31Z,3067,g95e5p,1.749
2026-08-21T00:31Z,3069,g95e5,1.709
2026-08-21T00:31Z,3069,gA,1.839
2026-08-21T00:31Z,3069,gP,1.889
2026-08-21T00:31Z,3069,g95e5p,1.759
2026-08-21T00:31Z,3073,g95e5,1.639
2026-08-21T00:31Z,3073,gA,1.769
2026-08-21T00:31Z,3074,g95e5,1.799
2026-08-21T00:31Z,3074,gA,1.959
2026-08-21T00:31Z,3074,gP,2.009
2026-08-21T00:31Z,3074,g98e5,1.939
2026-08-21T00:31Z,3075,g95e5,1.759
2026-08-21T00:31Z,3075,gA,1.919
2026-08-21T00:31Z,3075,gP,1.969
2026-08-21T00:31Z,3075,g98e5,1.904
2026-08-21T00:31Z,3076,g95e5,1.779
2026-08-21T00:31Z,3076,gA,1.939
2026-08-21T00:31Z,3076,gP,1.989
2026-08-21T00:31Z,3076,g95e5p,1.829
2026-08-21T00:31Z,3091,g95e5,1.709
2026-08-21T00:31Z,3091,gA,1.829
2026-08-21T00:31Z,3091,gP,1.879
2026-08-21T00:31Z,3091,g95e5p,1.759
2026-08-21T00:31Z,3127,g95e5,1.849
2026-08-21T00:31Z,3127,gA,1.939
2026-08-21T00:31Z,3127,gP,1.989
2026-08-21T00:31Z,3127,g95e5p,1.899
2026-08-21T00:31Z,3147,g95e5,1.769
2026-08-21T00:31Z,3147,gA,1.914
2026-08-21T00:31Z,3147,gP,1.964
2026-08-21T00:31Z,3191,g95e5,1.699
2026-08-21T00:31Z,3191,gA,1.789
2026-08-21T00:31Z,3191,gP,1.839
2026-08-21T00:31Z,3191,g95e5p,1.749
2026-08-21T00:31Z,3371,g95e5,1.709
2026-08-21T00:31Z,3371,gA,1.859
2026-08-21T00:31Z,3429,g95e5,1.749
2026-08-21T00:31Z,3429,gA,1.789
2026-08-21T00:31Z,3429,gP,1.839
2026-08-21T00:31Z,3429,g98e5,1.899
2026-08-21T00:31Z,3430,g95e5,1.749
2026-08-21T00:31Z,3430,gA,1.789
2026-08-21T00:31Z,3430,gP,1.839
2026-08-21T00:31Z,3430,g98e5,1.899
2026-08-21T00:31Z,3488,g95e5,1.709
2026-08-21T00:31Z,3488,gA,1.879
2026-08-21T00:31Z,3488,gP,1.929
2026-08-21T00:31Z,3488,g98e5,1.849
2026-08-21T00:31Z,3496,g95e5,1.769
2026-08-21T00:31Z,3496,gA,1.959
2026-08-21T00:31Z,3496,gP,2.049
2026-08-21T00:31Z,3499,g95e5,1.744
2026-08-21T00:31Z,3499,gA,1.954
2026-08-21T00:31Z,3499,gP,2.004
2026-08-21T00:31Z,3499,gB,1.554
2026-08-21T00:31Z,3713,g95e5,1.719
2026-08-21T00:31Z,3713,gA,1.839
2026-08-21T00:31Z,3714,g95e5,1.679
2026-08-21T00:31Z,3714,gA,1.849
2026-08-21T00:31Z,3715,g95e5,1.749
2026-08-21T00:31Z,3715,gA,1.919
2026-08-21T00:31Z,3715,gP,1.969
2026-08-21T00:31Z,3715,g98e5,1.889
2026-08-21T00:31Z,3728,g95e5,1.769
2026-08-21T00:31Z,3728,gA,1.899
2026-08-21T00:31Z,3728,gP,1.949
2026-08-21T00:31Z,3728,g98e5,1.929
2026-08-21T00:31Z,3733,g95e5,1.749
2026-08-21T00:31Z,3733,gA,1.789
2026-08-21T00:31Z,3733,gP,1.839
2026-08-21T00:31Z,3733,g98e5,1.899
2026-08-21T00:31Z,3734,g95e5,1.749
2026-08-21T00:31Z,3734,gA,1.789
2026-08-21T00:31Z,3734,g98e5,1.929
2026-08-21T00:31Z,3768,g95e5,1.809
2026-08-21T00:31Z,3768,gA,1.889
2026-08-21T00:31Z,3768,gP,1.939
2026-08-21T00:31Z,3768,g95e5p,1.859
2026-08-21T00:31Z,3769,g95e5,1.739
2026-08-21T00:31Z,3769,gA,1.799
