ts,combustible,precio
2026-08-19T04:24Z,g95e5,1.449
2026-08-19T04:24Z,g98e5,1.589
2026-08-20T05:20Z,gA,1.549
2026-08-20T05:20Z,gP,1.669
2026-08-26T02:16Z,gP,1.679
2026-08-28T07:15Z,g95e5,1.449
2026-08-28T07:15Z,gA,1.559
2026-08-28T07:15Z,gP,1.679
2026-08-28T07:15Z,g98e5,1.589
2026-09-02T05:10Z,g95e5,1.459
2026-09-02T05:10Z,gA,1.559
2026-09-02T05:10Z,gP,1.679
2026-09-02T05:10Z,g98e5,1.599
2026-09-05T01:35Z,g95e5,1.469
2026-09-05T01:35Z,gA,1.569
2026-09-05T01:35Z,gP,1.689
2026-09-05T01:35Z,g98e5,1.609
2026-09-12T01:45Z,g95e5,1.469
2026-09-12T01:45Z,gA,1.589
2026-09-12T01:45Z,gP,1.709
2026-09-12T01:45Z,g98e5,1.609
2026-09-17T01:58Z,g95e5,1.489
2026-09-17T01:58Z,gA,1.639
2026-09-17T01:58Z,gP,1.759
2026-09-17T01:58Z,g98e5,1.619
2026-09-19T01:50Z,g95e5,1.499
2026-09-19T01:50Z,gA,1.659
2026-09-19T01:50Z,gP,1.779
2026-09-19T01:50Z,g98e5,1.629
2026-09-22T06:55Z,g95e5,1.509
2026-09-22T06:55Z,gA,1.669
2026-09-22T06:55Z,gP,1.789
2026-09-22T06:55Z,g98e5,1.639
