ts,combustible,precio
2026-08-17T19:19Z,g95e5,1.839
2026-08-17T19:19Z,g98e5,1.989
2026-08-20T14:23Z,gA,2.009
2026-08-20T14:23Z,gP,2.069
2026-08-22T07:22Z,g95e5,1.849
2026-08-22T07:22Z,gA,1.999
2026-08-26T12:23Z,g95e5,1.859
2026-08-31T10:09Z,g95e5,1.849
2026-08-31T10:09Z,gA,1.989
2026-08-31T10:09Z,gP,2.049
2026-09-01T12:09Z,g95e5,1.929
2026-09-01T12:09Z,gA,1.869
2026-09-01T12:09Z,gP,1.949
2026-09-01T12:09Z,g98e5,2.059
2026-09-02T10:01Z,g95e5,1.939
2026-09-02T10:01Z,gA,1.879
2026-09-02T10:01Z,g98e5,2.089
2026-09-03T11:47Z,g95e5,1.989
2026-09-03T11:47Z,gA,1.899
2026-09-04T11:48Z,g95e5,1.964
2026-09-04T11:48Z,gA,1.914
2026-09-04T11:48Z,gP,1.994
