ts,combustible,precio
2026-08-18T12:18Z,g95e5,1.709
2026-08-18T12:18Z,gA,1.884
2026-08-18T12:18Z,gP,1.934
2026-08-18T12:18Z,g95e5p,1.759
2026-08-24T12:20Z,g95e5,1.734
2026-08-24T12:20Z,gA,1.914
2026-08-24T12:20Z,gP,1.964
2026-08-24T12:20Z,g95e5p,1.784
2026-08-31T17:43Z,g95e5,1.729
2026-08-31T17:43Z,gA,1.909
2026-08-31T17:43Z,gP,1.959
2026-08-31T17:43Z,g95e5p,1.779
2026-09-01T12:09Z,g95e5,1.774
2026-09-01T12:09Z,gA,1.859
2026-09-01T12:09Z,gP,1.909
2026-09-01T12:09Z,g95e5p,1.824
2026-09-02T14:46Z,g95e5,1.814
2026-09-02T14:46Z,gA,1.834
2026-09-02T14:46Z,gP,1.884
2026-09-02T14:46Z,g95e5p,1.864
