ts,combustible,precio
2026-08-16T15:09Z,g95e5,1.789
2026-08-16T18:10Z,g95e5,1.779
2026-08-17T08:28Z,g95e5,1.789
2026-08-17T09:27Z,gA,1.909
2026-08-17T11:14Z,g95e5,1.779
2026-08-17T13:30Z,gA,1.899
2026-08-17T15:14Z,g95e5,1.789
2026-08-17T18:19Z,g95e5,1.779
2026-08-17T22:11Z,g95e5,1.789
2026-08-17T22:11Z,gA,1.909
2026-08-17T22:11Z,gP,2.019
2026-08-17T22:11Z,g98e5,1.909
2026-08-18T08:20Z,gA,1.919
2026-08-18T11:14Z,gA,1.909
2026-08-18T22:09Z,gA,1.925
2026-08-18T22:09Z,gP,2.035
2026-08-19T08:21Z,gA,1.935
2026-08-19T12:18Z,gA,1.925
2026-08-19T22:12Z,g95e5,1.799
2026-08-19T22:12Z,gA,1.945
2026-08-19T22:12Z,gP,2.055
2026-08-19T22:12Z,g98e5,1.919
2026-08-20T08:22Z,gA,1.955
2026-08-20T11:15Z,gA,1.945
2026-08-20T16:19Z,gA,1.955
2026-08-20T18:19Z,gA,1.945
2026-08-20T22:14Z,gP,2.065
2026-08-20T22:14Z,g98e5,1.929
2026-08-21T08:23Z,gA,1.955
2026-08-21T11:14Z,gA,1.945
2026-08-21T22:10Z,gA,1.925
2026-08-21T22:10Z,gP,2.035
2026-08-21T22:10Z,g98e5,1.919
2026-08-22T09:15Z,gA,1.935
2026-08-22T12:13Z,gA,1.925
2026-08-23T08:14Z,gA,1.935
2026-08-23T11:10Z,gA,1.925
2026-08-24T09:34Z,gA,1.935
2026-08-24T12:20Z,gA,1.925
2026-08-24T15:26Z,gA,1.935
2026-08-24T18:20Z,gA,1.925
2026-08-24T22:13Z,g95e5,1.805
2026-08-24T22:13Z,gA,1.929
2026-08-24T22:13Z,gP,2.039
2026-08-24T22:13Z,g98e5,1.925
2026-08-25T08:27Z,gA,1.939
2026-08-25T11:15Z,gA,1.929
2026-08-26T09:28Z,gA,1.939
2026-08-26T12:23Z,gA,1.929
2026-08-27T02:19Z,gA,1.919
2026-08-27T02:19Z,gP,2.029
2026-08-27T23:17Z,gA,1.915
2026-08-27T23:17Z,gP,2.035
2026-08-27T23:17Z,g98e5,1.935
2026-08-29T02:30Z,gA,1.905
2026-08-29T02:30Z,gP,2.015
2026-08-29T02:30Z,g98e5,1.925
2026-08-30T11:12Z,gA,1.915
2026-08-30T15:33Z,gA,1.905
2026-08-31T10:09Z,gA,1.915
2026-08-31T17:43Z,gA,1.905
2026-08-31T22:05Z,g95e5,1.866
2026-08-31T22:05Z,gA,1.784
2026-08-31T22:05Z,gP,1.894
2026-08-31T22:05Z,g98e5,1.986
2026-09-01T22:52Z,g95e5,1.885
2026-09-01T22:52Z,gA,1.765
2026-09-01T22:52Z,gP,1.865
2026-09-01T22:52Z,g98e5,1.995
2026-09-02T10:01Z,gA,1.775
2026-09-02T14:46Z,g95e5,1.895
2026-09-02T14:46Z,gA,1.765
2026-09-02T18:10Z,g95e5,1.885
2026-09-02T23:38Z,g95e5,1.905
2026-09-02T23:38Z,gA,1.805
2026-09-02T23:38Z,gP,1.905
2026-09-02T23:38Z,g98e5,2.015
2026-09-03T11:47Z,g95e5,1.915
2026-09-03T15:19Z,gA,1.815
2026-09-03T18:56Z,g95e5,1.905
2026-09-03T18:56Z,gA,1.805
2026-09-03T23:36Z,g95e5,1.919
2026-09-03T23:36Z,gA,1.829
2026-09-03T23:36Z,gP,1.939
2026-09-03T23:36Z,g98e5,2.039
2026-09-04T11:48Z,gA,1.839
2026-09-04T15:14Z,g95e5,1.929
2026-09-04T18:37Z,g95e5,1.919
2026-09-04T18:37Z,gA,1.829
2026-09-04T23:28Z,g95e5,1.929
2026-09-04T23:28Z,gA,1.839
