ts,combustible,precio
2026-08-16T16:10Z,gA,1.989
2026-08-16T19:12Z,gA,1.979
2026-08-17T08:28Z,g95e5,1.785
2026-08-17T08:28Z,gA,1.989
2026-08-17T11:14Z,g95e5,1.775
2026-08-17T11:14Z,gA,1.979
2026-08-17T22:11Z,g95e5,1.785
2026-08-17T22:11Z,gA,1.989
2026-08-17T22:11Z,gP,2.049
2026-08-17T22:11Z,g98e5,1.955
2026-08-18T08:20Z,g95e5,1.795
2026-08-18T08:20Z,gA,1.999
2026-08-18T11:14Z,g95e5,1.785
2026-08-18T11:14Z,gA,1.989
2026-08-18T15:19Z,g95e5,1.795
2026-08-18T18:17Z,g95e5,1.785
2026-08-18T22:09Z,gA,1.995
2026-08-18T22:09Z,gP,2.055
2026-08-19T08:21Z,g95e5,1.795
2026-08-19T08:21Z,gA,2.005
2026-08-19T12:18Z,g95e5,1.785
2026-08-19T12:18Z,gA,1.995
2026-08-19T16:16Z,g95e5,1.795
2026-08-19T19:16Z,g95e5,1.785
2026-08-19T22:12Z,g95e5,1.799
2026-08-19T22:12Z,gA,2.015
2026-08-19T22:12Z,gP,2.075
2026-08-19T22:12Z,g98e5,1.969
2026-08-20T08:22Z,g95e5,1.809
2026-08-20T08:22Z,gA,2.025
2026-08-20T11:15Z,g95e5,1.799
2026-08-20T11:15Z,gA,2.015
2026-08-20T16:19Z,g95e5,1.809
2026-08-20T19:22Z,g95e5,1.799
2026-08-20T22:14Z,g95e5,1.795
2026-08-20T22:14Z,gA,2.009
2026-08-20T22:14Z,gP,2.079
2026-08-20T22:14Z,g98e5,1.975
2026-08-21T08:23Z,gA,2.019
2026-08-21T09:23Z,g95e5,1.805
2026-08-21T11:14Z,gA,2.009
2026-08-21T13:36Z,g95e5,1.795
2026-08-21T22:10Z,g95e5,1.785
2026-08-21T22:10Z,gA,2.015
2026-08-21T22:10Z,gP,2.075
2026-08-21T22:10Z,g98e5,1.955
2026-08-22T08:14Z,g95e5,1.795
2026-08-22T08:14Z,gA,2.025
2026-08-22T12:13Z,g95e5,1.785
2026-08-22T12:13Z,gA,2.015
2026-08-23T08:14Z,gA,2.025
2026-08-23T09:15Z,g95e5,1.795
2026-08-23T11:10Z,gA,2.015
2026-08-23T12:13Z,g95e5,1.785
2026-08-23T17:11Z,g95e5,1.795
2026-08-23T19:13Z,g95e5,1.785
2026-08-24T07:47Z,gA,2.025
2026-08-24T09:34Z,g95e5,1.795
2026-08-24T10:25Z,gA,2.015
2026-08-24T12:20Z,g95e5,1.785
2026-08-24T22:13Z,g95e5,1.799
2026-08-24T22:13Z,gA,2.019
2026-08-24T22:13Z,gP,2.079
2026-08-24T22:13Z,g98e5,1.969
2026-08-25T08:27Z,g95e5,1.809
2026-08-25T08:27Z,gA,2.029
2026-08-25T11:15Z,g95e5,1.799
2026-08-25T11:15Z,gA,2.019
2026-08-25T16:22Z,g95e5,1.809
2026-08-25T19:21Z,g95e5,1.799
2026-08-26T09:28Z,g95e5,1.809
2026-08-26T09:28Z,gA,2.029
2026-08-26T12:23Z,g95e5,1.799
2026-08-26T12:23Z,gA,2.019
2026-08-26T16:08Z,g95e5,1.809
