id,rotulo,direccion,municipio,provincia,lat,lon,horario,venta
2461,REPSOL,CARRETERA CTRA. DE MANRESA S/N KM.,Solsona,LLEIDA,41.994250,1.528528,L-D: 24H,P
2462,REPSOL,"CARRETERA CARRETERA SANT HILARI ARBÚCIES KM 16.300 KM. 16,300",Arbúcies,GIRONA,41.817639,2.520000,L-D: 06:00-22:00,P
2464,CAMPSA,"AVENIDA CATALUÑA, 1",Pobla de Claramunt (La),BARCELONA,41.552611,1.676111,L-D: 24H,P
2465,ONDINA DEL SEGRE,"CR C-14, 117,10",Ponts,LLEIDA,41.920750,1.191222,L: 04:00-22:00,P
2467,REPSOL,"CR N-152, 33",Franqueses del Vallès (Les),BARCELONA,41.649944,2.297667,L-D: 06:00-22:00,P
2470,REPSOL,"AVENIDA MERIDIANA, 247",Barcelona,BARCELONA,41.416944,2.187417,L-D: 06:00-22:00,P
2472,REPSOL,"CALLE PI Y MARGALL, 118",Caldes de Montbui,BARCELONA,41.627472,2.167694,L-D: 06:00-22:00,P
2473,REPSOL,"CARRETERA C-31 KM. 148,50",Cubelles,BARCELONA,41.206972,1.672139,L-D: 06:00-22:00,P
2474,REPSOL,"CARRETERA C-31 KM. 148,50",Cubelles,BARCELONA,41.206972,1.672139,L-D: 06:00-22:00,P
2475,REPSOL,"AVENIDA CATALUNYA, 38",Puigcerdà,GIRONA,42.431667,1.930389,L-D: 07:00-23:00,P
2476,REPSOL,"CARRETERA C-260 KM. 42,5",Roses,GIRONA,42.270667,3.149167,L-D: 24H,P
2477,REPSOL,"AVENIDA DE BARCELONA, 34",Vilafranca del Penedès,BARCELONA,41.346222,1.703667,L-D: 06:00-22:00,P
2478,REPSOL,CARRETERA C-250 KM. 19,Llagostera,GIRONA,41.828833,2.896528,L-D: 06:00-22:00,P
2479,REPSOL,"CARRETERA NACIONAL 340 KM. 1249,900",Sant Just Desvern,BARCELONA,41.380083,2.064472,L-S: 06:00-22:00; D: 07:00-22:00,P
2480,REPSOL,"CL AVENIDA ALFONSO XIII, 628",Badalona,BARCELONA,41.433361,2.216861,L-D: 24H,P
2481,REPSOL,"CARRETERA NACIONAL 230 KM. 174,90",Vilamòs,LLEIDA,42.749500,0.700722,L-D: 08:00-14:00,P
2483,REPSOL,CARRETERA N-2 KM. 450,Torres de Segre,LLEIDA,41.558861,0.511667,L-D: 06:00-22:00,P
2485,REPSOL,"AVENIDA SARRIA, 126",Barcelona,BARCELONA,41.392444,2.132500,L-D: 24H,P
2487,CEPSA,"AVINGUDA EXERCIT, 44",Lleida,LLEIDA,41.605806,0.612250,L-D: 06:00-22:00,P
2488,REPSOL,"CALLE GRAN DE SANT ANDREU, 513",Barcelona,BARCELONA,41.443778,2.188306,L-D: 06:00-22:00,P
2489,PETRONOR,"CARRETERA C-16 KM. 60,40",Sallent,BARCELONA,41.800639,1.898056,L-D: 06:00-22:00,P
2490,CAMPSA EXPRESS,"CARRER VIC, 69",Montmeló,BARCELONA,41.553694,2.250167,L-D: 00:00-22:00,P
2492,REPSOL,"CARRETERA C-151 KM. 10,6",Sant Joan de les Abadesses,GIRONA,42.234417,2.290778,L-D: 06:00-22:00,P
2494,BP ESTACION SERVICIO MATARO,"AVENIDA MARESME, 1",Mataró,BARCELONA,41.529972,2.435889,L-D: 24H,P
2495,REPSOL,"CARRETERA DE PONTS KM. 15,1",Guissona,LLEIDA,41.789278,1.287583,L-D: 07:00-23:00,P
2496,PETRONOR,"CARRETERA CR N-260 KM. 27,8",Pedret i Marzà,GIRONA,42.316444,3.063806,L-D: 06:00-22:00,P
2497,REPSOL,CARRETERA SANT ADRIA  ROCA KM. 7,Montcada i Reixac,BARCELONA,41.480417,2.192528,L-D: 05:00-23:00,P
2498,REPSOL,"AVENIDA VALIRA, 27",Seu d'Urgell (La),LLEIDA,42.360389,1.454972,L-D: 07:00-21:00,P
2499,RABELL,"CARRETERA CR C-250 GERONA-SAN FELIU KM. 11,800",Cassà de la Selva,GIRONA,41.891611,2.868111,L-D: 06:00-22:00,P
2500,REPSOL,"CARRETERA DE LERIDA, S/N KM. 23",Gimenells i el Pla de la Font,LLEIDA,41.652611,0.393000,L-D: 24H,P
2501,REPSOL,"CR C-31, 186,58",Viladecans,BARCELONA,41.275028,2.048222,L-D: 06:00-22:00,P
2502,CAMPSA,"CR N-230, 129",Vilaller,LLEIDA,42.452500,0.709250,L-D: 08:00-14:00 y 16:00-20:00,P
2503,REPSOL,"CARRETERA C-31 KM. 350,5",Ullà,GIRONA,42.045306,3.117222,L-D: 06:00-22:00,P
2504,CAMPSA EXPRESS,"CR C-148  (A), 0,8",Vallfogona de Balaguer,LLEIDA,41.785583,0.829917,L-D: 06:00-22:00,P
2505,REPSOL,"CALLE MURALLA SANT FRANCESC, 54",Manresa,BARCELONA,41.721778,1.820306,L-D: 06:00-00:00,P
2507,REPSOL,"CR N-2, 660,7",Canet de Mar,BARCELONA,41.590556,2.591750,L-D: 06:00-22:00,P
2508,MOEVE,"RONDA GENERAL MITRE, 128",Barcelona,BARCELONA,41.402583,2.137944,L-D: 06:00-22:00,P
2509,REPSOL,"CARRETERA C-251 KM. 5,5",Cardedeu,BARCELONA,41.634806,2.340139,L-D: 06:00-22:00,P
2510,REPSOL,"CARRETERA C-251 KM. 5,5",Cardedeu,BARCELONA,41.635222,2.339722,L-D: 06:00-22:00,P
2511,REPSOL,"AVINGUDA SALVADOR DALI DOMENECH, 172",Figueres,GIRONA,42.279583,2.951806,L-V: 06:00-22:00,P
2512,REPSOL,"AVINGUDA SALVADOR DALI DOMENECH, 147",Figueres,GIRONA,42.279250,2.951389,L-D: 06:00-22:00,P
2513,REPSOL,"CR C-250, 7,7",Quart,GIRONA,41.933361,2.843750,L-S: 06:00-22:00; D: 08:00-22:00,P
2514,PETRONOR,"CARRETERA COMARCAL 230A KM. 6,100",Albatàrrec,LLEIDA,41.576111,0.610333,L-V: 07:00-15:00,P
2515,REPSOL,"AVENIDA EIX 11 DE SETEMBRE, 12",Vic,BARCELONA,41.928111,2.245583,L-D: 24H,P
2516,REPSOL,"AVINGUDA EIX 11 DE SETEMBRE, 12",Vic,BARCELONA,41.928167,2.244667,L-D: 06:00-22:00,P
2517,REPSOL,"CARRETERA BV-5001 SANT ADRIA-LA ROCA KM. 19,9",Vilanova del Vallès,BARCELONA,41.551778,2.285083,L-D: 06:00-22:00,P
2518,REPSOL,"AVINGUDA RIUS I TAULET, 137",Sant Cugat del Vallès,BARCELONA,41.477833,2.069528,L-D: 24H,P
2519,REPSOL,CARRETERA C-151 KM. 23,Camprodon,GIRONA,42.304222,2.359167,L-D: 06:00-22:00,P
2520,REPSOL,CARRETERA SANT FELIU DE GUIXOLS KM. 2,Girona,GIRONA,41.970028,2.839250,L-D: 06:00-22:00,P
2523,BALLENOIL,"CARRETERA CARRETERA N-2, Nº 647,9 KM. 647,9",Mataró,BARCELONA,41.541694,2.457972,L-D: 24H,P
2524,BP J. LLAVARI SANTA COLOMA DE FARNERS,CARRETERA SILS KM. 1,Santa Coloma de Farners,GIRONA,41.857944,2.673861,L-D: 06:30-21:30,P
2525,REPSOL,"AVENIDA MESTRE MUNTAMER, 56",Igualada,BARCELONA,41.587500,1.620222,L-D: 24H,P
2527,REPSOL,"CL PASEO ZONA FRANCA, 35",Barcelona,BARCELONA,41.352917,2.143667,L-D: 06:00-22:00,P
2528,REPSOL,CR N-230 186,Bausen,LLEIDA,42.832111,0.729750,L-D: 07:00-21:00,P
2529,PETRONOR,"CARRETERA C-55 KM. 21,7",Sant Vicenç de Castellet,BARCELONA,41.668694,1.854167,L-D: 06:00-22:00,P
2531,REPSOL,"CARRETERA C-17 KM. 36,230",Tagamanent,BARCELONA,41.738111,2.266944,L-D: 06:00-22:00,P
2532,REPSOL,CARRETERA N-260 KM. 63,Besalú,GIRONA,42.202083,2.691889,L-S: 07:00-21:00; D: 07:00-14:00 y 17:00-21:00,P
2533,REPSOL,"CALLE SERIÑANA, 18",Cadaqués,GIRONA,42.290083,3.276167,L: 07:00-21:00,P
2534,REPSOL,"AVENIDA CORONEL ESTRADA, 136",Hostalric,GIRONA,41.745944,2.627472,L-S: 06:30-21:00,P
2535,REPSOL,"PASEO DOCTOR PI Y MOLIST, 110",Barcelona,BARCELONA,41.434667,2.172444,L-D: 24H,P
2537,LA PANADELLA,CARRETERA NACIONAL II KM. 532,Montmaneu,BARCELONA,41.617056,1.399639,L-D: 24H,P
2538,LA PANADELLA,CARRETERA NACIONAL II KM. 532,Montmaneu,BARCELONA,41.617750,1.399361,L-D: 24H,P
2540,REPSOL,"CALLE DIPUTACION, 371",Barcelona,BARCELONA,41.396722,2.175167,L-D: 24H,P
2541,REPSOL,"CR C-55, 13,33",Monistrol de Montserrat,BARCELONA,41.609111,1.844056,L-D: 07:00-22:00,P
2544,SEROIL ENERGY,"CR L-7042, 12",Seròs,LLEIDA,41.468806,0.421056,L-D: 24H,P
2545,BP SANTA ANA,"CALLE ANSELM CLAVE, 66",Blanes,GIRONA,41.677611,2.787000,L-D: 06:00-22:00,P
2546,REPSOL,"CARRER CODINA, 1",Cellera de Ter (La),GIRONA,41.966806,2.625250,L-S: 06:00-22:00; D: 07:00-14:00,P
2547,"""BP""","PASEO FONT DEL CIRERER, 43",Sant Hilari Sacalm,GIRONA,41.878333,2.505806,L-S: 06:00-22:00; D: 07:00-22:00,P
2548,AVELLANEDA OIL 2,"TERRENOS AVELLANEDA, 465",Girona,GIRONA,41.952000,2.807417,L-D: 24H,P
2549,AVELLANEDA OIL 1,"CALLE BARCELONA, 236",Girona,GIRONA,41.951167,2.806306,L-D: 24H,P
2550,REPSOL,CARRETERA N-2 KM. 654,Sant Vicenç de Montalt,BARCELONA,41.566139,2.519556,L-D: 06:00-22:00,P
2551,REPSOL,CARRETERA A-2 KM. 447,Soses,LLEIDA,41.544528,0.475611,L-D: 06:00-22:00,P
2554,CEPSA,"AVENIDA DE ESPLUGUES, 103",Barcelona,BARCELONA,41.392889,2.111611,L-D: 24H,P
2555,REPSOL,"CR A-2, 495,5",Bellpuig,LLEIDA,41.632389,1.007167,L-D: 06:00-22:00,P
2556,REPSOL,CARRETERA MANRESA SURIA KM. 14,Súria,BARCELONA,41.827361,1.756083,L-D: 06:00-22:00,P
2557,REPSOL,"CALLE SANTA EUGENIA, 122",Girona,GIRONA,41.978056,2.808500,L-D: 06:00-22:00,P
2558,REPSOL,"AVENIDA BOGATELL, 49",Barcelona,BARCELONA,41.392583,2.192944,L-V: 07:00-21:00; S: 08:00-14:00,P
2559,REPSOL,CL CRTA. STA. COLOMA S.N.,Olot,GIRONA,42.171889,2.478556,L-D: 06:00-22:00,P
2560,PETRONOR,CARRETERA C-154 DE VIC A BERGA KM. 20,Olost,BARCELONA,41.984917,2.097250,L-S: 07:00-21:00,P
2562,REPSOL,"CARRETERA N-150 KM. 8,6",Barberà del Vallès,BARCELONA,41.521083,2.123889,L-D: 07:00-00:00,P
2565,MOEVE,"AVENIDA JOAN MIRO, 22",Palma de Mallorca,BALEARS (ILLES),39.565778,2.626444,L-D: 06:00-22:00,P
2566,REPSOL,"CARRETERA MA15 KM. 54,800",Sant Llorenç des Cardassar,BALEARS (ILLES),39.600722,3.270694,L: 06:00-21:50,P
2567,REPSOL,"CARRETERA CARRET.PORTO CRISTO-SON SERVERA,KM.5,200 KM. 5,200",Sant Llorenç des Cardassar,BALEARS (ILLES),39.580500,3.361611,L-D: 07:00-21:00,P
2568,REPSOL,"CARRETERA MA-3431 KM. 0,200",Muro,BALEARS (ILLES),39.741500,3.052639,L-S: 06:30-21:30; D: 08:00-14:00,P
2569,REPSOL,"CALLE PINTOR TORRENT, 10",Ciutadella de Menorca,BALEARS (ILLES),40.007833,3.833056,L-D: 06:00-22:00,P
2570,REPSOL,"CARRETERA PM-808 KM. 1,25",Eivissa,BALEARS (ILLES),38.905583,1.417972,L-D: 24H,P
2571,REPSOL,"CARRETERA LA SABINA- EL PILAR KM. 4,6",Formentera,BALEARS (ILLES),38.708444,1.445417,L-S: 07:00-22:30; D: 09:00-22:30,P
2573,REPSOL,CARRETERA C-711 PALMA-SOLLER KM. 7,Palma de Mallorca,BALEARS (ILLES),39.629778,2.663583,L-S: 07:00-22:00; D: 08:00-22:00,P
2574,REPSOL,"CARRETERA PM-602 KM. 8,2",Llucmajor,BALEARS (ILLES),39.493778,2.789389,L-D: 06:00-22:00,P
2575,MOEVE,"CALLE ES CARRERO, 0",Sant Llorenç des Cardassar,BALEARS (ILLES),39.596250,3.382056,L-D: 24H,P
2577,REPSOL,"CARRETERA C-731 KM. 7,15",Sant Antoni de Portmany,BALEARS (ILLES),38.961306,1.397306,L: 24H,P
2578,BP,"CARRETERA MA-15 KM. 29,320",Montuïri,BALEARS (ILLES),39.560806,2.988139,L-S: 06:00-22:00; D: 08:00-21:00,P
2580,BP SAN LUIS,"AVENIDA DE SA PAU, 6",Sant Lluís,BALEARS (ILLES),39.852722,4.259056,L-D: 24H,P
2581,MOEVE,"CALLE CERVANTES ESQUINA VELAZQUEZ, 44",Sant Antoni de Portmany,BALEARS (ILLES),38.983500,1.297806,L-D: 06:00-22:00,P
2582,CEPSA,"CARRETERA PM-V-211-1 KM. 1,5",Lloseta,BALEARS (ILLES),39.707667,2.865222,L-D: 06:00-22:00,P
2583,MOEVE,"CARRETERA PALMA NOVA - CALVIA KM. 5,5",Calvià,BALEARS (ILLES),39.559833,2.507667,L-D: 06:00-22:00,P
2584,REPSOL,"CALLE GREMI SUCRERS Y CANDELERS, 5",Palma de Mallorca,BALEARS (ILLES),39.606667,2.656056,L-S: 06:00-22:00; D: 06:00-14:00,P
2586,REPSOL,CARRETERA PM-602 KM. 5,Llucmajor,BALEARS (ILLES),39.483944,2.831722,L-D: 06:00-22:00,P
2587,CEPSA,"CALLE BINIAMAR, 16",Palma de Mallorca,BALEARS (ILLES),39.581722,2.678806,L-D: 06:00-22:00,P
2588,CEPSA,"CARRER ALCALDE BARTOLOME ROSELLO SALA, 2",Eivissa,BALEARS (ILLES),38.918833,1.437167,L-D: 24H,P
2589,REPSOL,"AVINGUDA BENVINGUTS, 64",Santanyí,BALEARS (ILLES),39.378722,3.227056,L-D: 07:30-21:00,P
2590,MOEVE,"CARRETERA ME721 KM. 7,200",Alaior,BALEARS (ILLES),39.908333,4.186722,L: 07:00-21:00,P
2591,MOEVE,CARRETERA COMARCAL 721 KM. 7200,Alaior,BALEARS (ILLES),39.908361,4.186722,L-D: 06:00-23:00,P
2592,CEPSA,"AVENIDA DE LA CONSTITUCIO, 95",Alaró,BALEARS (ILLES),39.702167,2.794917,L-D: 07:00-21:00,P
2593,LAS GAVIOTAS,"CALLE CRUCERO, 12",Muro,BALEARS (ILLES),39.814250,3.109972,L-D: 06:00-20:00,P
2594,MOEVE,"CARRETERA C-717 PALMA - PORTO PETRO KM. 34,5",Campos,BALEARS (ILLES),39.437611,3.004667,L-D: 24H,P
2595,REPSOL,CARRETERA CALA FIGUERA KM. S/N,Calvià,BALEARS (ILLES),39.509111,2.518611,L-D: 24H,P
2596,PETRONOR,"CR PM-401, 0,4",Felanitx,BALEARS (ILLES),39.473667,3.158722,L-D: 00:00-23:59,P
2597,BP,"AVENIDA AMERICA, ARENAL, 18",Palma de Mallorca,BALEARS (ILLES),39.511639,2.753389,L-D: 24H,P
2598,CEPSA,"AVENIDA JOSE ANSELMO CLAVE, S/N",Mahón,BALEARS (ILLES),39.881972,4.259389,L-D: 24H,P
2599,CEPSA,"CARRETERA C-715 KM. 42,5",Vilafranca de Bonany,BALEARS (ILLES),39.575611,3.134056,L-D: 07:00-23:00,P
2601,AUTONET&OIL,"CARRETERA PM-402 KM. 5,6",Manacor,BALEARS (ILLES),39.561028,3.262972,L-D: 24H,P
2602,SHELL,"CARRETERA VELLA DE SINEU PMV3011 KM. 15,5",Santa Eugènia,BALEARS (ILLES),39.612667,2.834306,L-D: 06:00-21:00,P
2604,MOEVE,"CARRETERA C-711 KM. 16,5",Bunyola,BALEARS (ILLES),39.712667,2.690250,L-D: 06:30-22:00,P
2605,MOEVE,"CALLE DELS TEULERS, 2",Ferreries,BALEARS (ILLES),39.987750,4.020917,L-D: 07:00-22:00,P
2606,BP,"CALLE TRAMUNTANA, S/N",Palma de Mallorca,BALEARS (ILLES),39.536722,2.719972,L-D: 24H,P
2607,REPSOL,"CR PM-402, 1,6",Manacor,BALEARS (ILLES),39.566944,3.220667,L-V: 06:00-22:00; S-D: 07:00-22:00,P
2608,CEPSA,"CARRETERA PM-820 KM. 1,2",Formentera,BALEARS (ILLES),38.722972,1.421972,L-V: 07:30-20:00; S: 09:00-17:00,P
2609,REPSOL,"CAMINO VILETA (LA), S/N",Palma de Mallorca,BALEARS (ILLES),39.583000,2.630750,L-S: 06:00-23:59; D: 06:00-22:00,P
2610,REPSOL,"CALLE CAPITAN SALOM, 31",Palma de Mallorca,BALEARS (ILLES),39.586417,2.652889,L-D: 24H,P
2611,BP ES FORTI,"CALLE PASCUAL RIBOT, S/N",Palma de Mallorca,BALEARS (ILLES),39.579306,2.636444,L-D: 06:00-22:00,P
2612,REPSOL,"CARRETERA C-715 KM. 2,7",Palma de Mallorca,BALEARS (ILLES),39.570083,2.688333,L-D: 06:00-22:00,P
2613,MOEVE,CARRETERA VIEJA DE BUÑOLA KM. 15,Palma de Mallorca,BALEARS (ILLES),39.593333,2.668944,L-D: 06:00-22:00,P
2615,REPSOL,"CALLE CORONEL BEORLEGUI, 49",Palma de Mallorca,BALEARS (ILLES),39.605028,2.634639,L-D: 06:00-22:00,P
2616,REPSOL,"CARRETERA PM-324 KM. 11,5",Sineu,BALEARS (ILLES),39.646083,3.006083,L-D: 06:00-22:00,P
2617,REPSOL,"CARRETERA PM104 KM. 12,8",Esporles,BALEARS (ILLES),39.659278,2.588250,L-V: 06:30-21:30; S: 07:00-21:00; D: 08:00-21:00,P
2618,MOEVE,"CALLE CAMINO DE LOS REYES, 201",Palma de Mallorca,BALEARS (ILLES),39.593000,2.633472,L-D: 24H,P
2619,REPSOL,"CALLE EUSEBIO ESTADA, 64",Palma de Mallorca,BALEARS (ILLES),39.582056,2.660667,L-S: 06:00-22:00; D: 06:00-14:00,P
2620,GALP,"AVENIDA SANT JUSEP DE SA TALAYA, 42",Eivissa,BALEARS (ILLES),38.905194,1.412806,L-D: 07:00-23:00,P
2621,CEPSA,"CALLE SAN CRISTOBAL, S/N",Llucmajor,BALEARS (ILLES),39.501000,2.759750,L-D: 06:00-21:00,P
2622,REPSOL,"CARRETERA C-733 KM. 19,700",Sant Joan de Labritja,BALEARS (ILLES),39.070278,1.496222,L-S: 07:00-22:00; D: 08:00-22:00,P
2623,CEPSA,"AVENIDA DOCTOR FLEMING, S/N",Sant Antoni de Portmany,BALEARS (ILLES),38.972528,1.309222,L-D: 07:00-23:00,P
2624,REPSOL,"CALLE GABRIEL ROCA, 129",Salines (Ses),BALEARS (ILLES),39.320111,3.000056,L-D: 06:00-22:00,P
2625,REPSOL,"CARRETERA PM - 213 KM. 14,8",Escorca,BALEARS (ILLES),39.812444,2.890000,L-D: 24H,P
2626,REPSOL,"CARRETERA IBIZA - SAN JUAN KM. 1,7",Eivissa,BALEARS (ILLES),38.922694,1.440778,L-D: 07:00-23:00,P
2627,REPSOL,"CARRETERA IBIZA - SAN JUAN KM. 1,7",Eivissa,BALEARS (ILLES),38.922167,1.440139,L-D: 07:00-23:00,P
2630,BP SANT JORDI,"CARRETERA AEROPUERTO KM. 4,5",Sant Josep de sa Talaia,BALEARS (ILLES),38.886028,1.392139,L-D: 24H,P
2631,BP BALMES,"CALLE JAUME BALMES, 44",Palma de Mallorca,BALEARS (ILLES),39.580194,2.659194,L-D: 06:30-22:30,P
2632,CEPSA,"CAMINO DE LAS MARAVILLA, S/N",Palma de Mallorca,BALEARS (ILLES),39.521167,2.749361,L-D: 06:00-21:00,P
2633,MOEVE,CARRETERA AEROPUERTO KM. 5,Mahón,BALEARS (ILLES),39.863861,4.227833,L-D: 07:00-22:00,P
2634,REPSOL,"VÍA VIA PALMA, 87 (ROTONDA HOSPITAL), 87",Manacor,BALEARS (ILLES),39.577833,3.210528,L: 24H,P
2635,BP,"CARRETERA CALA FIGUERA, EL TORO, SON FERRER KM. S/N",Calvià,BALEARS (ILLES),39.500139,2.518333,L-D: 24H,P
2636,BP,CARRETERA PALMA-ALCUDIA CRUCE CTRA.SENCELLES KM. S/N,Inca,BALEARS (ILLES),39.711111,2.909222,L-D: 24H,P
2637,CEPSA,"AVENIDA CARLOS V, S/N",Llucmajor,BALEARS (ILLES),39.485861,2.895222,L-D: 06:00-22:30,P
2638,REPSOL,"CALLE JUAN MIRO, S/N",Manacor,BALEARS (ILLES),39.561306,3.207000,L-D: 24H,P
2639,BP SA POBLA,CARRETERA MURO KM. 0,Pobla (Sa),BALEARS (ILLES),39.765472,3.029667,L-S: 06:00-21:00; D: 07:00-14:00,P
2640,REPSOL,"AVENIDA GENERAL LUQUE, S/N",Inca,BALEARS (ILLES),39.711556,2.901972,L-D: 24H,P
2641,SHELL,"CARRETERA DE DEIA,S/N KM. 71,110",Valldemossa,BALEARS (ILLES),39.712778,2.609750,L-D: 06:00-00:00,P
2642,REPSOL,"CARRETERA SANTA MARIA-SENCELLES KM. 9,9",Sencelles,BALEARS (ILLES),39.645694,2.878639,L-D: 06:30-21:30,P
2643,BP SANTA EULALIA - IBIZA,"AVENIDA SAN JAUME, 30",Santa Eulalia del Río,BALEARS (ILLES),38.983528,1.531861,L-D: 07:00-23:00,P
2644,BP,"CALLE ANDREA DORIA, ESQUINA SON ARMADANS, S/N",Palma de Mallorca,BALEARS (ILLES),39.571278,2.625472,L-D: 24H,P
2645,GALP,"CARRETERA MAHÓN - FORNELLS KM. 12,6",Mercadal (Es),BALEARS (ILLES),39.977556,4.195611,L-D: 24H,P
2646,BP FELANITX,"CR PM-510, 12,1",Felanitx,BALEARS (ILLES),39.474778,3.143472,L-V: 06:00-21:00; S: 07:00-21:00,P
2647,REPSOL,"CARRETERA CARRETERA FELANITX-PORTO COLOM, KM.8,200 KM. 8,200",Felanitx,BALEARS (ILLES),39.443611,3.235472,L-D: 06:30-22:00,P
2648,BP,"CALLE LLUC  ESQUINA SELVA, INCA, S/N",Inca,BALEARS (ILLES),39.729278,2.911306,L-D: 24H,P
2649,BP,"CALLE MUSICO ISAAC ALBENIZ, S/N",Palma de Mallorca,BALEARS (ILLES),39.586306,2.662056,L-D: 05:30-21:30,P
2650,REPSOL,"CL CECILIO METELO-ESQ.PUIG MARI, S.",Pollença,BALEARS (ILLES),39.873722,3.016083,L-D: 06:00-22:00,P
2651,REPSOL,"CARRETERA PALMA-PTO ALCUDIA KM. 8,9",Marratxí,BALEARS (ILLES),39.615806,2.718000,L-D: 24H,P
2652,REPSOL,"CARRETERA MA-12 KM. 11,600",Artà,BALEARS (ILLES),39.703111,3.226556,L-S: 06:00-22:00; D: 06:00-14:00,P
2653,BP,"CARRETERA PALMA-PTO ANDRATX KM. 28,90",Andratx,BALEARS (ILLES),39.568000,2.423611,L-D: 24H,P
2654,REPSOL,"CALLE LLUCMAJOR, 148",Palma de Mallorca,BALEARS (ILLES),39.557861,2.682333,L-V: 06:00-22:00; S-D: 07:00-22:00,P
2658,REPSOL,"CALLE CRISTOFOR COLOM   P.COLOM, 33",Felanitx,BALEARS (ILLES),39.421000,3.261500,L-S: 07:00-20:00; D: 08:00-13:00,P
2663,REPSOL,"AE VIAL SALIDA AEROPUERTO, S.N.",Palma de Mallorca,BALEARS (ILLES),39.545917,2.722944,L-D: 24H,P
2664,CEPSA,"PLAZA HOSTALS, 4",Santa María del Camí,BALEARS (ILLES),39.651694,2.773861,L-S: 06:30-20:30; D: 07:00-15:00,P
2665,MOEVE,"PM-719 km 12,4",Calvià,BALEARS (ILLES),39.528083,2.541556,L-D: 06:00-22:00,P
2666,BP,CARRETERA CTRA DE MAO A CIUTADELLA ME-1 KM. 23,Mercadal (Es),BALEARS (ILLES),39.984639,4.071667,L-S: 07:00-21:00; D: 08:00-21:00,P
2667,BP ENERGIA ESPAÑA SAU,"AUTOVIA CTRA. MAHON - CIUDADELA KM. 43,9",Ciutadella de Menorca,BALEARS (ILLES),40.004639,3.850583,L-D: 06:00-22:00,P
2668,MOEVE COMERCIAL SAU,"CALLE CAUTIVOS DE CONSTANTINIPLA, S/N",Ciutadella de Menorca,BALEARS (ILLES),40.001389,3.843556,L-D: 06:00-22:00,P
2669,MOEVE,"CALLE BALMES, 55",Alaior,BALEARS (ILLES),39.931667,4.136528,L: 07:00-22:00,P
2670,CEPSA,"ROTONDA PLAZA ABU UMAR, 1",Mahón,BALEARS (ILLES),39.884278,4.271639,L-D: 06:30-22:30,P
2672,BALLENOIL,"CALLE TRAJINERS, SN",Pobla (Sa),BALEARS (ILLES),39.771472,3.016944,L-D: 24H,P
2673,BP,"CARRERA PM-503 KM. 5,5,",Porreres,BALEARS (ILLES),39.520056,3.019583,L-V: 06:00-22:00; S: 06:00-21:00; D: 07:00-22:00,P
2675,MOEVE,"CARRETERA LLUCMAJOR, KM10 KM. 10",Palma de Mallorca,BALEARS (ILLES),39.534972,2.750694,L-S: 06:00-22:00; D: 08:00-14:00,P
2676,BP MUNAR CAPO,"CR STA. MARGARITA-PETRA KM  10,7",Santa Margalida,BALEARS (ILLES),39.701556,3.100750,L-S: 07:00-21:00,P
2677,BP PLAYA DE PALMA,"CALLE MANUELA DE LOS HERREROS, 15",Palma de Mallorca,BALEARS (ILLES),39.532722,2.727250,L-D: 06:00-01:00,P
2678,REPSOL,"RONDA RONDA DEL OESTE, 123",Manacor,BALEARS (ILLES),39.547667,3.339444,L-D: 06:00-22:00,P
2679,CEPSA,"AVENIDA FRANCESC DE BORJA MOLL, 61",Salines (Ses),BALEARS (ILLES),39.341333,3.046389,L-S: 08:00-20:00,P
2680,CEPSA,"CARRER CONVENT, 29",Santanyí,BALEARS (ILLES),39.383944,3.166778,L-S: 07:00-19:00,P
2681,CEPSA,"CALLE MANUEL AZAÑA, 5",Palma de Mallorca,BALEARS (ILLES),39.565194,2.663500,L-D: 24H,P
2682,REPSOL,"AVENIDA GABRIEL ALOMAR Y VILLALONGA, S/N",Palma de Mallorca,BALEARS (ILLES),39.566528,2.656778,L-D: 24H,P
2683,REPSOL,"PLAZA PROGRESO, S/N",Palma de Mallorca,BALEARS (ILLES),39.571861,2.636000,L-D: 24H,P
2684,CEPSA,"CARRETERA C-715 KM. 42,5",Petra,BALEARS (ILLES),39.576111,3.133833,L-D: 06:30-21:30,P
2686,REPSOL,"CR C-715, 21",Algaida,BALEARS (ILLES),39.567306,2.895833,L-D: 06:00-22:00,P
2687,REPSOL,"CR C-715, 48",Manacor,BALEARS (ILLES),39.574167,3.200528,L-V: 06:00-22:00; S-D: 07:00-22:00,P
2688,REPSOL,"CALLE ARAGON, 180",Palma de Mallorca,BALEARS (ILLES),39.584278,2.671556,L-D: 24H,P
2689,CEPSA,CARRETERA PALMA-PORTOPETRO KM. 23,Llucmajor,BALEARS (ILLES),39.494556,2.881472,L-D: 06:00-21:00,P
2690,REPSOL,"CALLE CIUTAT, SN",Artà,BALEARS (ILLES),39.689750,3.346972,L-D: 06:00-22:00,P
2692,REPSOL,"AVENIDA JAIME I, 143",Inca,BALEARS (ILLES),39.716639,2.915333,L-D: 24H,P
2693,REPSOL,"CL CAMINO CA,N PASTILLA, 37 (CAMNIO CAN PASTILLA 37)",Palma de Mallorca,BALEARS (ILLES),39.547750,2.703083,L-D: 06:00-22:00,P
2694,SHELL,"AVENIDA IGNACIO WALLIS, 58",Eivissa,BALEARS (ILLES),38.914444,1.429222,L-D: 07:00-22:45,P
